commodityName,stat_year,market_month,textbox2,textbox3,Textbox9,Textbox13,Textbox11
"Strawberries, export value and volume history by market year (Frozen)",2012,Feb,"3,589","2,680,120",0.75,"6,510","4,911,457"
"Strawberries, export value and volume history by market year (Frozen)",2012,Mar,"3,811","3,079,205",0.81,"10,321","7,990,662"
"Strawberries, export value and volume history by market year (Frozen)",2012,Apr,"3,918","2,983,977",0.76,"14,239","10,974,639"
"Strawberries, export value and volume history by market year (Frozen)",2012,May,"4,656","3,129,833",0.67,"18,895","14,104,472"
"Strawberries, export value and volume history by market year (Frozen)",2012,Jun,"5,440","3,996,028",0.73,"24,335","18,100,500"
"Strawberries, export value and volume history by market year (Frozen)",2012,Jul,"4,980","3,804,013",0.76,"29,314","21,904,513"
"Strawberries, export value and volume history by market year (Frozen)",2012,Aug,"4,966","3,837,245",0.77,"34,281","25,741,758"
"Strawberries, export value and volume history by market year (Frozen)",2012,Sep,"5,420","4,030,191",0.74,"39,700","29,771,949"
"Strawberries, export value and volume history by market year (Frozen)",2012,Oct,"5,497","4,054,887",0.74,"45,197","33,826,836"
"Strawberries, export value and volume history by market year (Frozen)",2012,Nov,"4,635","3,435,135",0.74,"49,831","37,261,971"
"Strawberries, export value and volume history by market year (Frozen)",2012,Dec,"3,693","2,878,950",0.78,"53,524","40,140,921"
"Strawberries, export value and volume history by market year (Frozen)",2011,Jan,"2,485","1,913,773",0.77,"2,485","1,913,773"
"Strawberries, export value and volume history by market year (Frozen)",2011,Feb,"3,079","2,486,384",0.81,"5,564","4,400,157"
"Strawberries, export value and volume history by market year (Frozen)",2011,Mar,"3,332","2,628,034",0.79,"8,896","7,028,191"
"Strawberries, export value and volume history by market year (Frozen)",2011,Apr,"2,499","2,034,999",0.81,"11,395","9,063,190"
"Strawberries, export value and volume history by market year (Frozen)",2011,May,"3,429","2,759,450",0.80,"14,824","11,822,640"
"Strawberries, export value and volume history by market year (Frozen)",2011,Jun,"3,799","3,099,776",0.82,"18,622","14,922,416"
"Strawberries, export value and volume history by market year (Frozen)",2011,Jul,"3,855","2,894,762",0.75,"22,478","17,817,178"
"Strawberries, export value and volume history by market year (Frozen)",2011,Aug,"5,546","4,357,844",0.79,"28,023","22,175,022"
"Strawberries, export value and volume history by market year (Frozen)",2011,Sep,"6,359","4,944,761",0.78,"34,382","27,119,783"
"Strawberries, export value and volume history by market year (Frozen)",2011,Oct,"4,031","3,271,374",0.81,"38,413","30,391,157"
"Strawberries, export value and volume history by market year (Frozen)",2011,Nov,"3,210","2,429,634",0.76,"41,623","32,820,791"
"Strawberries, export value and volume history by market year (Frozen)",2011,Dec,"3,517","2,644,310",0.75,"45,140","35,465,101"
"Strawberries, export value and volume history by market year (Frozen)",2010,Jan,"2,369","1,776,892",0.75,"2,369","1,776,892"
"Strawberries, export value and volume history by market year (Frozen)",2010,Feb,"2,219","1,856,466",0.84,"4,588","3,633,358"
"Strawberries, export value and volume history by market year (Frozen)",2010,Mar,"2,534","2,054,193",0.81,"7,122","5,687,551"
"Strawberries, export value and volume history by market year (Frozen)",2010,Apr,"1,936","1,523,272",0.79,"9,059","7,210,823"
"Strawberries, export value and volume history by market year (Frozen)",2010,May,"2,502","1,914,123",0.76,"11,561","9,124,946"
"Strawberries, export value and volume history by market year (Frozen)",2010,Jun,"2,603","2,198,070",0.84,"14,164","11,323,016"
"Strawberries, export value and volume history by market year (Frozen)",2010,Jul,"2,947","2,406,395",0.82,"17,111","13,729,411"
"Strawberries, export value and volume history by market year (Frozen)",2010,Aug,"3,100","2,415,895",0.78,"20,211","16,145,306"
"Strawberries, export value and volume history by market year (Frozen)",2010,Sep,"3,143","2,455,208",0.78,"23,354","18,600,514"
"Strawberries, export value and volume history by market year (Frozen)",2010,Oct,"3,909","2,676,333",0.68,"27,263","21,276,847"
"Strawberries, export value and volume history by market year (Frozen)",2010,Nov,"4,361","3,161,712",0.73,"31,624","24,438,559"
"Strawberries, export value and volume history by market year (Frozen)",2010,Dec,"2,632","2,049,911",0.78,"34,256","26,488,470"
"Strawberries, export value and volume history by market year (Frozen)",2009,Jan,"2,319","1,826,469",0.79,"2,319","1,826,469"
"Strawberries, export value and volume history by market year (Frozen)",2009,Feb,"1,765","1,314,274",0.74,"4,084","3,140,743"
"Strawberries, export value and volume history by market year (Frozen)",2009,Mar,"1,782","1,364,296",0.77,"5,866","4,505,039"
"Strawberries, export value and volume history by market year (Frozen)",2009,Apr,"2,160","1,645,626",0.76,"8,026","6,150,665"
"Strawberries, export value and volume history by market year (Frozen)",2009,May,"2,944","2,109,492",0.72,"10,970","8,260,157"
"Strawberries, export value and volume history by market year (Frozen)",2009,Jun,"3,372","2,637,621",0.78,"14,342","10,897,778"
"Strawberries, export value and volume history by market year (Frozen)",2009,Jul,"3,482","2,892,765",0.83,"17,824","13,790,543"
"Strawberries, export value and volume history by market year (Frozen)",2009,Aug,"2,446","1,979,407",0.81,"20,270","15,769,950"
"Strawberries, export value and volume history by market year (Frozen)",2009,Sep,"2,306","1,763,298",0.76,"22,576","17,533,248"
"Strawberries, export value and volume history by market year (Frozen)",2009,Oct,"3,139","2,295,575",0.73,"25,714","19,828,823"
"Strawberries, export value and volume history by market year (Frozen)",2009,Nov,"3,709","2,774,976",0.75,"29,423","22,603,799"
"Strawberries, export value and volume history by market year (Frozen)",2009,Dec,"2,644","1,971,123",0.75,"32,067","24,574,922"
"Strawberries, export value and volume history by market year (Frozen)",2008,Jan,"3,158","2,363,627",0.75,"3,158","2,363,627"
"Strawberries, export value and volume history by market year (Frozen)",2008,Feb,"2,440","2,053,592",0.84,"5,597","4,417,219"
"Strawberries, export value and volume history by market year (Frozen)",2008,Mar,"2,483","1,914,394",0.77,"8,080","6,331,613"
"Strawberries, export value and volume history by market year (Frozen)",2008,Apr,"2,782","2,167,243",0.78,"10,863","8,498,856"
"Strawberries, export value and volume history by market year (Frozen)",2008,May,"2,662","1,922,232",0.72,"13,524","10,421,088"
"Strawberries, export value and volume history by market year (Frozen)",2008,Jun,"2,779","2,250,839",0.81,"16,304","12,671,927"
"Strawberries, export value and volume history by market year (Frozen)",2008,Jul,"3,661","2,885,970",0.79,"19,964","15,557,897"
"Strawberries, export value and volume history by market year (Frozen)",2008,Aug,"3,501","2,693,319",0.77,"23,465","18,251,216"
"Strawberries, export value and volume history by market year (Frozen)",2008,Sep,"3,302","2,624,969",0.79,"26,767","20,876,185"
"Strawberries, export value and volume history by market year (Frozen)",2008,Oct,"3,587","3,072,505",0.86,"30,355","23,948,690"
"Strawberries, export value and volume history by market year (Frozen)",2008,Nov,"2,556","2,006,663",0.79,"32,911","25,955,353"
"Strawberries, export value and volume history by market year (Frozen)",2008,Dec,"2,123","1,623,305",0.76,"35,033","27,578,658"
"Strawberries, export value and volume history by market year (Frozen)",2007,Jan,"2,708","2,161,403",0.80,"2,708","2,161,403"
"Strawberries, export value and volume history by market year (Frozen)",2007,Feb,"2,024","1,605,017",0.79,"4,732","3,766,420"
"Strawberries, export value and volume history by market year (Frozen)",2007,Mar,"2,153","1,605,078",0.75,"6,885","5,371,498"
"Strawberries, export value and volume history by market year (Frozen)",2007,Apr,"2,982","2,147,984",0.72,"9,867","7,519,482"
"Strawberries, export value and volume history by market year (Frozen)",2007,May,"3,141","2,266,051",0.72,"13,008","9,785,533"
"Strawberries, export value and volume history by market year (Frozen)",2007,Jun,"3,888","2,782,468",0.72,"16,896","12,568,001"
"Strawberries, export value and volume history by market year (Frozen)",2007,Jul,"2,374","1,933,396",0.81,"19,269","14,501,397"
"Strawberries, export value and volume history by market year (Frozen)",2007,Aug,"3,205","2,560,760",0.80,"22,474","17,062,157"
"Strawberries, export value and volume history by market year (Frozen)",2007,Sep,"2,339","1,812,298",0.77,"24,813","18,874,455"
"Strawberries, export value and volume history by market year (Frozen)",2007,Oct,"2,503","1,913,206",0.76,"27,316","20,787,661"
"Strawberries, export value and volume history by market year (Frozen)",2007,Nov,"2,823","2,081,578",0.74,"30,139","22,869,239"
"Strawberries, export value and volume history by market year (Frozen)",2007,Dec,"1,877","1,465,674",0.78,"32,016","24,334,913"
"Strawberries, export value and volume history by market year (Frozen)",2006,Jan,"2,096","1,506,904",0.72,"2,096","1,506,904"
"Strawberries, export value and volume history by market year (Frozen)",2006,Feb,"1,564","1,075,890",0.69,"3,661","2,582,794"
"Strawberries, export value and volume history by market year (Frozen)",2006,Mar,"1,900","1,225,734",0.65,"5,561","3,808,528"
"Strawberries, export value and volume history by market year (Frozen)",2006,Apr,"2,287","1,659,074",0.73,"7,847","5,467,602"
"Strawberries, export value and volume history by market year (Frozen)",2006,May,"1,621","1,046,312",0.65,"9,468","6,513,914"
"Strawberries, export value and volume history by market year (Frozen)",2006,Jun,"2,612","1,670,369",0.64,"12,080","8,184,283"
"Strawberries, export value and volume history by market year (Frozen)",2006,Jul,"3,697","2,841,770",0.77,"15,777","11,026,053"
"Strawberries, export value and volume history by market year (Frozen)",2006,Aug,"2,092","1,429,557",0.68,"17,869","12,455,610"
"Strawberries, export value and volume history by market year (Frozen)",2006,Sep,"1,817","1,491,869",0.82,"19,686","13,947,479"
"Strawberries, export value and volume history by market year (Frozen)",2006,Oct,"3,081","2,263,560",0.73,"22,767","16,211,039"
"Strawberries, export value and volume history by market year (Frozen)",2006,Nov,"2,471","1,736,752",0.70,"25,238","17,947,791"
"Strawberries, export value and volume history by market year (Frozen)",2006,Dec,"2,868","2,171,806",0.76,"28,106","20,119,597"
"Strawberries, export value and volume history by market year (Frozen)",2005,Jan,"1,584","1,033,975",0.65,"1,584","1,033,975"
"Strawberries, export value and volume history by market year (Frozen)",2005,Feb,"1,561","952,852",0.61,"3,145","1,986,827"
"Strawberries, export value and volume history by market year (Frozen)",2005,Mar,"1,954","1,178,796",0.60,"5,099","3,165,623"
"Strawberries, export value and volume history by market year (Frozen)",2005,Apr,"1,581","1,025,833",0.65,"6,680","4,191,456"
"Strawberries, export value and volume history by market year (Frozen)",2005,May,"1,880","1,295,700",0.69,"8,561","5,487,156"
"Strawberries, export value and volume history by market year (Frozen)",2005,Jun,"3,635","2,311,452",0.64,"12,196","7,798,608"
"Strawberries, export value and volume history by market year (Frozen)",2005,Jul,"2,177","1,483,972",0.68,"14,373","9,282,580"
"Strawberries, export value and volume history by market year (Frozen)",2005,Aug,"1,614","1,142,957",0.71,"15,987","10,425,537"
"Strawberries, export value and volume history by market year (Frozen)",2005,Sep,"2,428","1,623,746",0.67,"18,415","12,049,283"
"Strawberries, export value and volume history by market year (Frozen)",2005,Oct,"1,342","825,799",0.62,"19,757","12,875,082"
"Strawberries, export value and volume history by market year (Frozen)",2005,Nov,"1,235","844,232",0.68,"20,992","13,719,314"
"Strawberries, export value and volume history by market year (Frozen)",2005,Dec,"1,224","733,463",0.60,"22,215","14,452,777"
"Strawberries, export value and volume history by market year (Frozen)",2004,Jan,"1,115","762,195",0.68,"1,115","762,195"
"Strawberries, export value and volume history by market year (Frozen)",2004,Feb,585,"1,700,925",2.91,"1,700","2,463,120"
"Strawberries, export value and volume history by market year (Frozen)",2004,Mar,665,"434,877",0.65,"2,365","2,897,997"
"Strawberries, export value and volume history by market year (Frozen)",2004,Apr,"1,744","1,237,338",0.71,"4,109","4,135,335"
"Strawberries, export value and volume history by market year (Frozen)",2004,May,"3,124","1,885,329",0.60,"7,233","6,020,664"
"Strawberries, export value and volume history by market year (Frozen)",2004,Jun,"2,214","1,394,208",0.63,"9,447","7,414,872"
"Strawberries, export value and volume history by market year (Frozen)",2004,Jul,"2,475","1,433,027",0.58,"11,922","8,847,899"
"Strawberries, export value and volume history by market year (Frozen)",2004,Aug,"2,892","1,897,108",0.66,"14,814","10,745,007"
"Strawberries, export value and volume history by market year (Frozen)",2004,Sep,"2,209","1,277,895",0.58,"17,023","12,022,902"
"Strawberries, export value and volume history by market year (Frozen)",2004,Oct,"1,614","1,071,080",0.66,"18,637","13,093,982"
"Strawberries, export value and volume history by market year (Frozen)",2004,Nov,"1,919","1,251,130",0.65,"20,556","14,345,112"
"Strawberries, export value and volume history by market year (Frozen)",2004,Dec,"1,427","902,269",0.63,"21,983","15,247,381"
"Strawberries, export value and volume history by market year (Frozen)",2003,Jan,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2003,Feb,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2003,Mar,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2003,Apr,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2003,May,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2003,Jun,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2003,Jul,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2003,Aug,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2003,Sep,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2003,Oct,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2003,Nov,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2003,Dec,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2002,Jan,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2002,Feb,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2002,Mar,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2002,Apr,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2002,May,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2002,Jun,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2002,Jul,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2002,Aug,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2002,Sep,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2002,Oct,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2002,Nov,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2002,Dec,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2001,Jan,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2001,Feb,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2001,Mar,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2001,Apr,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2001,May,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2001,Jun,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2001,Jul,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2001,Aug,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2001,Sep,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2001,Oct,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2001,Nov,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2001,Dec,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2000,Jan,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2000,Feb,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2000,Mar,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2000,Apr,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2000,May,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2000,Jun,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2000,Jul,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2000,Aug,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2000,Sep,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2000,Oct,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2000,Nov,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Frozen)",2000,Dec,NA,NA,NA,NA,NA
"Strawberries, export value and volume history by market year (Prepared or preserved )",2022,Jan,269,"561,649",2.09,269,"561,649"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2022,Feb,965,"1,304,654",1.35,"1,233","1,866,303"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2022,Mar,NA,NA,NA,"1,233","1,866,303"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2022,Apr,NA,NA,NA,"1,233","1,866,303"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2022,May,NA,NA,NA,"1,233","1,866,303"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2022,Jun,NA,NA,NA,"1,233","1,866,303"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2022,Jul,NA,NA,NA,"1,233","1,866,303"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2022,Aug,NA,NA,NA,"1,233","1,866,303"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2022,Sep,NA,NA,NA,"1,233","1,866,303"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2022,Oct,NA,NA,NA,"1,233","1,866,303"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2022,Nov,NA,NA,NA,"1,233","1,866,303"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2022,Dec,NA,NA,NA,"1,233","1,866,303"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2021,Jan,512,"823,699",1.61,512,"823,699"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2021,Feb,639,"949,471",1.49,"1,151","1,773,170"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2021,Mar,"1,123","1,337,376",1.19,"2,274","3,110,546"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2021,Apr,"1,070","1,426,427",1.33,"3,344","4,536,973"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2021,May,745,"994,733",1.33,"4,089","5,531,706"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2021,Jun,398,"632,235",1.59,"4,487","6,163,941"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2021,Jul,406,"678,194",1.67,"4,894","6,842,135"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2021,Aug,666,"1,063,798",1.60,"5,560","7,905,933"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2021,Sep,714,"1,238,914",1.74,"6,273","9,144,847"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2021,Oct,334,"626,127",1.87,"6,608","9,770,974"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2021,Nov,307,"431,669",1.40,"6,915","10,202,643"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2021,Dec,354,"656,584",1.86,"7,269","10,859,227"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2020,Jan,656,"1,020,221",1.56,656,"1,020,221"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2020,Feb,"1,480","1,757,876",1.19,"2,135","2,778,097"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2020,Mar,"2,224","2,453,874",1.10,"4,360","5,231,971"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2020,Apr,583,"873,733",1.50,"4,942","6,105,704"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2020,May,451,"838,921",1.86,"5,393","6,944,625"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2020,Jun,257,"607,750",2.37,"5,650","7,552,375"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2020,Jul,311,"522,481",1.68,"5,961","8,074,856"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2020,Aug,712,"1,102,009",1.55,"6,673","9,176,865"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2020,Sep,403,"708,753",1.76,"7,077","9,885,618"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2020,Oct,430,"643,307",1.50,"7,507","10,528,925"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2020,Nov,537,"867,897",1.62,"8,043","11,396,822"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2020,Dec,410,"559,276",1.36,"8,453","11,956,098"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2019,Jan,494,"897,785",1.82,494,"897,785"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2019,Feb,995,"1,365,009",1.37,"1,490","2,262,794"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2019,Mar,"1,648","1,894,046",1.15,"3,138","4,156,840"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2019,Apr,"1,159","1,385,324",1.20,"4,297","5,542,164"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2019,May,723,"1,110,383",1.53,"5,020","6,652,547"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2019,Jun,618,"1,033,252",1.67,"5,639","7,685,799"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2019,Jul,"1,568","1,758,583",1.12,"7,207","9,444,382"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2019,Aug,"1,367","1,743,250",1.28,"8,574","11,187,632"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2019,Sep,"1,331","1,543,477",1.16,"9,905","12,731,109"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2019,Oct,"1,306","1,654,898",1.27,"11,211","14,386,007"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2019,Nov,675,"967,363",1.43,"11,886","15,353,370"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2019,Dec,673,"1,065,834",1.58,"12,560","16,419,204"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2018,Jan,867,"1,051,258",1.21,867,"1,051,258"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2018,Feb,914,"1,566,410",1.71,"1,781","2,617,668"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2018,Mar,"1,840","2,038,877",1.11,"3,622","4,656,545"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2018,Apr,"1,651","1,765,451",1.07,"5,273","6,421,996"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2018,May,"1,254","1,722,126",1.37,"6,527","8,144,122"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2018,Jun,826,"1,265,065",1.53,"7,353","9,409,187"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2018,Jul,"1,247","1,319,320",1.06,"8,599","10,728,507"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2018,Aug,990,"1,222,770",1.23,"9,590","11,951,277"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2018,Sep,959,"1,474,717",1.54,"10,549","13,425,994"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2018,Oct,"1,078","1,471,167",1.37,"11,627","14,897,161"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2018,Nov,"1,505","1,940,097",1.29,"13,132","16,837,258"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2018,Dec,799,"1,137,367",1.42,"13,930","17,974,625"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2017,Jan,934,"1,146,060",1.23,934,"1,146,060"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2017,Feb,981,"1,429,997",1.46,"1,915","2,576,057"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2017,Mar,"1,164","1,476,030",1.27,"3,079","4,052,087"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2017,Apr,"1,608","1,828,876",1.14,"4,687","5,880,963"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2017,May,"1,243","1,464,988",1.18,"5,930","7,345,951"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2017,Jun,691,"868,871",1.26,"6,621","8,214,822"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2017,Jul,974,"1,010,086",1.04,"7,595","9,224,908"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2017,Aug,"1,085","1,272,499",1.17,"8,680","10,497,407"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2017,Sep,"1,002","1,183,080",1.18,"9,683","11,680,487"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2017,Oct,775,"1,037,032",1.34,"10,458","12,717,519"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2017,Nov,733,"949,338",1.29,"11,191","13,666,857"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2017,Dec,937,"1,273,702",1.36,"12,128","14,940,559"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2016,Jan,951,"1,066,350",1.12,951,"1,066,350"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2016,Feb,"1,316","1,438,247",1.09,"2,267","2,504,597"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2016,Mar,"1,669","1,713,664",1.03,"3,936","4,218,261"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2016,Apr,"1,554","1,696,494",1.09,"5,490","5,914,755"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2016,May,"1,721","1,743,680",1.01,"7,211","7,658,435"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2016,Jun,881,"1,122,339",1.27,"8,092","8,780,774"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2016,Jul,993,"1,155,178",1.16,"9,084","9,935,952"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2016,Aug,"1,037","1,195,274",1.15,"10,122","11,131,226"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2016,Sep,943,"1,084,264",1.15,"11,064","12,215,490"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2016,Oct,923,"1,136,255",1.23,"11,987","13,351,745"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2016,Nov,929,"1,217,452",1.31,"12,916","14,569,197"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2016,Dec,820,"1,155,996",1.41,"13,735","15,725,193"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2015,Jan,682,"894,306",1.31,682,"894,306"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2015,Feb,927,"1,054,336",1.14,"1,609","1,948,642"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2015,Mar,"1,638","2,046,931",1.25,"3,247","3,995,573"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2015,Apr,"1,834","2,589,964",1.41,"5,082","6,585,537"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2015,May,"1,231","1,504,475",1.22,"6,312","8,090,012"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2015,Jun,"1,212","1,465,125",1.21,"7,524","9,555,137"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2015,Jul,"1,660","1,759,285",1.06,"9,184","11,314,422"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2015,Aug,"1,067","1,259,743",1.18,"10,251","12,574,165"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2015,Sep,"1,152","1,218,208",1.06,"11,403","13,792,373"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2015,Oct,921,"993,160",1.08,"12,324","14,785,533"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2015,Nov,717,"819,340",1.14,"13,042","15,604,873"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2015,Dec,880,"1,051,432",1.19,"13,922","16,656,305"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2014,Jan,621,"709,446",1.14,621,"709,446"
"Strawberries, export value and volume history by market year (Prepared or preserved )",2014,Feb,918,"1,019,635",1.11,"1,538","1,729,081"
